year,language,total_questions,total_answers,total_views,total_score,total_project,Overall
2008,rebol,5.6802834E-5,1.01623824E-4,4.421161E-5,14,8.012024E-6,0.002106503
2008,ruby,0.034100633,0.0664229,0.16262399,27615,0.051036596,3.1418414
2008,scala,4.1655413E-4,7.817218E-4,0.0015526632,398,2.1632465E-4,0.029672638
2008,scheme,0.0013064652,0.0036506406,0.004985673,1016,1.4421644E-4,0.10086995
2008,scilab,1.8934277E-5,1.5634436E-5,4.135079E-5,3,8.012024E-6,8.3931535E-4
2008,self,3.0294844E-4,6.0192577E-4,0.0012531948,148,8.012024E-6,0.02166081
2008,shell,0.0052069263,0.013961551,0.08585099,9275,0.001626441,1.0664591
2008,smalltalk,3.40817E-4,0.0010709588,7.943786E-4,301,8.012024E-6,0.022141663
2008,tcl,2.4614562E-4,4.4558142E-4,3.4207082E-4,37,8.012024E-6,0.010418099
2009,actionscript,0.0708142,0.07004227,0.12533347,5655,0.0022353549,2.6842527
2009,ada,5.680283E-4,7.270012E-4,4.423903E-4,110,1.6024049E-5,0.01753444
2009,applescript,0.002575062,0.0023686169,0.004768012,356,3.2048098E-5,0.09743739
2009,arc,1.1360567E-4,2.0324765E-4,1.8118537E-4,59,1.6024049E-5,0.0051406277
2009,arduino,9.2777965E-4,0.0017510569,0.0036145526,327,1.6024049E-5,0.06309413
2009,asp,0.015582912,0.017338589,0.029986082,1443,8.012024E-5,0.6298771
2009,assembly,0.013481206,0.020528015,0.0328701,4521,1.12168345E-4,0.66991484
2009,autohotkey,4.5442267E-4,5.472052E-4,8.774616E-4,142,4.8072146E-5,0.019271618
2009,awk,0.0037111186,0.006683721,0.01329823,1099,8.012024E-6,0.2370108
2009,boo,4.7335695E-4,5.3938804E-4,3.9032334E-4,94,1.6024049E-5,0.014190924
2009,c#,0.8903276,1.2113326,2.6271734,241632,0.006089139,47.349228
2009,c++,0.33553433,0.56291,0.92300403,106404,0.013356045,18.348043
2009,c,0.13087372,0.25698322,0.44527265,52766,0.020390602,8.535203
2009,clean,1.8934277E-4,3.7522643E-4,9.638227E-4,124,8.012024E-6,0.015364039
2009,clojure,0.005964298,0.00865366,0.009997784,3550,0.0022273427,0.26843086
2009,coffeescript,1.8934277E-5,2.3451652E-5,2.7773807E-5,8,8.012024E-5,0.0015027998
2009,coldfusion,0.010981881,0.012757699,0.011534915,1367,2.0030061E-4,0.35474795
2009,css,0.13733032,0.21056458,0.814888,56464,8.412626E-4,11.636242
2009,d,0.0014011366,0.002329531,0.0017539577,676,2.8843287E-4,0.05773058
2009,delphi,0.06401679,0.08720107,0.0961013,11499,5.6084173E-5,2.4737523
2009,eiffel,5.6802834E-5,8.598939E-5,3.081343E-5,17,4.8072146E-5,0.002216778
2009,elixir,2.2721133E-4,1.5634435E-4,1.4193251E-4,17,2.4036073E-5,0.005495243
2009,erlang,0.0076305135,0.010099845,0.009924499,2681,0.0043905894,0.32045448
2009,f#,0.00982689,0.01303912,0.008896332,2954,8.012024E-5,0.31842464
2009,factor,9.4671384E-5,1.7979601E-4,8.058457E-4,161,3.2048098E-5,0.0111236125
2009,fortran,0.002518259,0.0032050593,0.0046730447,445,8.813227E-5,0.10484495
2009,go,0.0015904793,0.0028689187,0.0049047475,1454,6.8903406E-4,0.100531794
2009,groovy,0.008918045,0.010076393,0.018041926,1924,7.210822E-4,0.3775745
2009,haskell,0.009883693,0.015806414,0.015506035,6021,0.0023875833,0.43583727
2009,haxe,5.4909405E-4,5.941086E-4,7.1872177E-4,183,4.8072146E-5,0.019099966
2009,idl,5.301598E-4,3.908609E-4,6.2151346E-4,64,8.012024E-6,0.015505463
2009,io,0.02058156,0.03239455,0.12930287,10687,9.614429E-5,1.8237513
2009,ioke,5.6802834E-5,9.380661E-5,2.40905E-5,5,8.012024E-6,0.0018271196
2009,java,0.49291605,0.739501,2.200059,180977,0.017482236,34.499584
2009,javascript,0.36654866,0.5113946,2.0394897,172806,0.042696077,29.60129
2009,logos,3.7868555E-5,1.4070992E-4,1.3803464E-5,13,8.012024E-6,0.0020039396
2009,lua,0.0045820954,0.0060817953,0.013045287,1497,0.0017786694,0.25487846
2009,matlab,0.011966463,0.015532812,0.061611548,3766,1.2018037E-4,0.89231
2009,max,0.0019312963,0.0030018114,0.022983959,2984,8.012024E-6,0.27925077
2009,nemerle,9.4671384E-5,1.01623824E-4,4.517714E-5,20,3.2048098E-5,0.0027352045
2009,objective-c,0.119872905,0.13873997,0.474953,51601,0.012154241,7.457201
2009,objective-j,1.5147422E-4,1.2507549E-4,4.7799556E-5,24,6.8903406E-4,0.010133833
2009,ocaml,0.0022342447,0.002798564,0.0024995236,713,6.810221E-4,0.08213355
2009,parrot,5.6802834E-5,8.598939E-5,5.8944843E-5,39,4.006012E-5,0.0024179718
2009,pascal,0.0011360566,0.0016337985,0.0012786918,170,1.6024049E-5,0.040645707
2009,perl,0.05316745,0.081994794,0.11511483,12675,0.024628963,2.7490604
2009,php,0.39199635,0.54482096,1.0433822,74227,0.019004522,19.992039
2009,powershell,0.015014882,0.017799806,0.07117339,6201,4.006012E-5,1.0402814
2009,processing,0.020524757,0.030010298,0.052964725,6068,1.6024049E-5,1.035158
2009,prolog,0.0026886675,0.002829833,0.0037451729,475,4.8072146E-5,0.09311746
2009,python,0.2579038,0.38031545,1.0594193,131097,0.036398627,17.340372
2009,r,0.010281313,0.014774542,0.06070934,8262,3.8457717E-4,0.86149776
2009,racket,0.001287531,0.0013758303,0.0018566732,250,8.012024E-6,0.045280464
2009,ruby,0.23622406,0.28062248,0.49249586,69246,0.11516484,11.245073
2009,scala,0.01283744,0.018612796,0.04420398,12149,0.0022193308,0.7787355
2009,scheme,0.0052826633,0.007785949,0.0108047025,1940,6.810221E-4,0.24554336
2009,scilab,5.6802834E-5,5.4720527E-5,1.6831167E-5,0,8.012024E-6,0.0013636656
2009,self,0.0021395735,0.0032754145,0.0077502755,1041,3.2048098E-5,0.13197312
2009,shell,0.0233649,0.039234616,0.15794314,14146,0.007146726,2.276894
2009,smalltalk,0.0015336765,0.002767295,0.0012680114,555,8.813227E-5,0.056571156
2009,tcl,0.0018934278,0.0020950143,0.003499452,269,1.3620441E-4,0.07624099
2009,tex,9.0884534E-4,0.0012742064,0.0052055866,443,7.210822E-5,0.07460746
2009,turing,3.9761982E-4,7.270012E-4,4.2533263E-4,122,1.6024049E-5,0.015659777
2009,vala,1.1360567E-4,1.4070992E-4,1.2032138E-4,50,5.6084173E-5,0.0043072114
2009,verilog,5.112255E-4,8.051734E-4,0.0016067327,131,5.6084173E-5,0.029792156
2009,vhdl,5.301598E-4,7.8953896E-4,0.0013873911,105,5.6084173E-5,0.027631741
2009,xml,0.12701114,0.14067084,0.3585194,26795,4.8072146E-5,6.262495
2009,xslt,0.024198009,0.025585756,0.06827454,4550,2.4036073E-5,1.1808234
2010,actionscript,0.13191512,0.09991968,0.12066448,8846,0.007250882,3.5975015
2010,ada,0.0017419535,0.0017432396,0.0012930197,215,1.5222846E-4,0.04930441
2010,applescript,0.0073086317,0.005745655,0.008257309,714,4.8072146E-5,0.21359669
2010,arc,2.650799E-4,2.736026E-4,6.292973E-4,69,9.614429E-5,0.012641241
2010,arduino,0.0017608878,0.0021810038,0.004166465,367,1.2819239E-4,0.0823655
2010,asp,0.02031648,0.016783567,0.02343486,1365,1.2819239E-4,0.606631
2010,assembly,0.030313779,0.03300429,0.04228349,5828,3.5252908E-4,1.059541
2010,autohotkey,0.0010035167,8.833456E-4,0.001407858,112,5.6084173E-5,0.033508047
2010,boo,4.5442267E-4,3.986781E-4,3.8873797E-4,62,1.8427656E-4,0.014261154
2010,c#,1.4937631,1.5746534,2.2728286,249672,0.021536322,53.627815
2010,c++,0.6766543,0.85716575,0.9535891,140961,0.035485256,25.228943
2010,c,0.29522327,0.41758794,0.49146175,62461,0.05865603,12.62929
2010,clips,2.0827707E-4,1.328927E-4,2.1290472E-4,24,8.012024E-6,0.005620865
2010,clojure,0.016018398,0.017635643,0.017849727,8175,0.0076995553,0.59203327
2010,coffeescript,4.5442267E-4,8.7552844E-4,0.0025939068,686,0.0012819238,0.05205782
2010,coldfusion,0.021528274,0.020270046,0.02303791,4837,0.0011457196,0.65981954
2010,coq,1.3253995E-4,8.598939E-5,6.532209E-5,63,6.4096195E-5,0.0034794766
2010,css,0.31555867,0.3476786,0.88310146,64807,0.0017386093,15.480775
2010,d,0.002385719,0.0025953164,0.0012704907,873,6.730101E-4,0.06924536
2010,delphi,0.095220484,0.1004278,0.10100776,15376,3.925892E-4,2.9704862
2010,eiffel,1.3253995E-4,1.328927E-4,5.677539E-5,16,6.4096195E-5,0.0038630422
2010,elixir,5.301598E-4,3.3614037E-4,4.7595723E-4,70,8.012024E-6,0.013502696
2010,erlang,0.012004332,0.011147353,0.00911081,2983,0.009910874,0.4217337
2010,f#,0.020562626,0.021989834,0.012192153,5873,5.207816E-4,0.5526539
2010,factor,2.4614562E-4,1.9543045E-4,2.1676681E-4,74,1.0415632E-4,0.0076249917
2010,forth,2.4614562E-4,4.5339865E-4,2.3809187E-4,114,8.012024E-6,0.009456482
2010,fortran,0.0045820954,0.004963933,0.006876747,736,4.887335E-4,0.16911508
2010,go,0.0029158788,0.0032519624,0.005515366,1291,0.0026519801,0.14335187
2010,groovy,0.017078718,0.014540024,0.023057017,2400,0.002900353,0.57576114
2010,haskell,0.026148237,0.030979635,0.025487714,12148,0.006241367,0.8885695
2010,haxe,6.437655E-4,5.472052E-4,3.7650796E-4,65,6.3294993E-4,0.022004286
2010,idl,9.467139E-4,5.628397E-4,5.182617E-4,74,8.012024E-6,0.020358272
2010,io,0.036618892,0.043002516,0.10719596,8471,1.0415632E-4,1.8692153
2010,java,1.1103439,1.2285148,2.7570243,238870,0.07008919,51.65972
2010,javascript,0.8640279,0.88543284,1.9397485,167471,0.16050488,38.49714
2010,lasso,1.8934277E-5,7.817218E-6,5.9362046E-6,3,8.012024E-6,4.0699722E-4
2010,logos,1.8934277E-5,1.5634436E-5,1.0275117E-5,7,1.6024049E-5,6.086788E-4
2010,lua,0.009315665,0.009451016,0.012925465,2074,0.004855287,0.36547434
2010,mathematica,0.0049039777,0.0050499225,0.0042475094,1315,8.012024E-6,0.14209422
2010,matlab,0.036467418,0.03352805,0.10175553,6458,4.8072147E-4,1.7223172
2010,max,0.00340817,0.004080588,0.009148538,825,8.012024E-6,0.16645306
2010,mirah,3.7868555E-5,4.6903304E-5,4.2924243E-5,17,5.6084173E-5,0.0018378028
2010,objective-c,0.3432027,0.28464052,0.51828766,52380,0.033097673,11.792286
2010,objective-j,4.7335695E-4,3.8304366E-4,3.3580084E-4,84,0.0011296954,0.023218969
2010,ocaml,0.0037868556,0.0039867815,0.003408919,1360,0.0016665012,0.12849057
2010,parrot,9.4671384E-5,9.380661E-5,3.2625285E-5,35,2.4036073E-5,0.0024513935
2010,pascal,0.0027076018,0.0030330804,0.0027110577,290,6.4096195E-5,0.085158356
2010,perl,0.09984045,0.11197382,0.12676838,16966,0.02941214,3.6799479
2010,perl6,3.9761982E-4,4.1431253E-4,1.624589E-4,162,8.012024E-6,0.009824033
2010,php,0.9980636,1.0700598,1.4789066,120589,0.07987188,36.26902
2010,powershell,0.02522046,0.02112994,0.07228925,5872,1.5222846E-4,1.1879188
2010,processing,0.048036266,0.047692847,0.0725519,9219,4.006012E-5,1.6832107
2010,prolog,0.0076305135,0.0062928605,0.008045107,1059,1.3620441E-4,0.22104684
2010,puppet,1.1360567E-4,1.8761322E-4,4.722501E-4,50,5.0475757E-4,0.0127822645
2010,python,0.54205054,0.580358,1.0448785,134004,0.106656075,22.739431
2010,r,0.04371925,0.04447997,0.116541535,15390,0.0013940922,2.0613484
2010,racket,0.0024046532,0.0020246594,0.0022567352,499,5.1276956E-4,0.07198817
2010,rebol,0.0018555593,0.0014070992,3.5421737E-4,66,4.006012E-5,0.03656936
2010,ruby,0.58910215,0.5115822,0.8099444,117099,0.21170172,21.223305
2010,rust,3.7868555E-5,4.6903304E-5,8.905499E-5,49,1.2018037E-4,0.0029400722
2010,sas,0.0017419535,0.0015399919,0.0021918423,148,8.012024E-6,0.054818
2010,scala,0.04659726,0.051179323,0.06982126,20806,0.007098654,1.746965
2010,scheme,0.009183125,0.009888781,0.011272185,2419,0.0014581884,0.3180228
2010,self,0.0045820954,0.004752869,0.008598807,1311,1.6024049E-5,0.17949796
2010,shell,0.04292401,0.053055458,0.13605458,12214,0.023955952,2.5599
2010,slash,4.7335695E-4,5.081192E-4,0.0010284057,100,8.012024E-6,0.020178938
2010,smalltalk,0.0017798222,0.0022513587,8.242623E-4,510,2.0831265E-4,0.050637558
2010,supercollider,1.8934277E-5,1.5634436E-5,4.6011546E-6,0,1.0415632E-4,0.0014332619
2010,swift,3.7868555E-5,3.126887E-5,4.797836E-5,2,8.012024E-6,0.0012512782
2010,tcl,0.0039761984,0.00325978,0.0035845856,319,4.326493E-4,0.11253214
2010,tex,0.0015526108,0.0013367443,0.00393357,380,2.0030061E-4,0.07023226
2010,turing,0.0012685966,0.0014930887,0.0013209129,490,8.012024E-6,0.040906105
2010,unrealscript,1.3253995E-4,7.8172176E-5,8.873315E-5,4,8.012024E-6,0.003074573
2010,vala,4.5442267E-4,4.5339865E-4,4.2812194E-4,104,2.323487E-4,0.01568292
2010,verilog,0.0013064652,0.001328927,0.002560161,168,3.4451703E-4,0.055400707
2010,vhdl,0.0011360566,0.0012507548,0.0016285465,179,1.7626454E-4,0.041916225
2010,xml,0.2319449,0.1926866,0.3547679,29877,2.4036073E-5,7.7942343
2010,xquery,0.0037868556,0.003017446,0.0043572574,315,1.3620441E-4,0.112977624
2010,xslt,0.04103058,0.03520875,0.054866135,4536,9.614429E-5,1.3120161
2011,actionscript,0.1915581,0.1309384,0.13264936,7802,0.015655495,4.708013
2011,ada,0.0021206392,0.0022044554,9.6096186E-4,295,4.8072147E-4,0.057667784
2011,agda,1.8934277E-5,7.817218E-6,8.034141E-6,12,8.012024E-6,4.2797663E-4
2011,apex,0.0054720063,0.0035021137,0.007516308,323,3.1246894E-4,0.16802895
2011,applescript,0.012117937,0.007723411,0.009187778,884,1.3620441E-4,0.2916533
2011,arc,6.81634E-4,4.924847E-4,0.0011686574,127,8.813227E-5,0.024309084
2011,arduino,0.0052826633,0.0048466753,0.013142447,890,0.0010495752,0.2432136
2011,asp,0.025277263,0.017971784,0.023514414,1270,4.4066133E-4,0.67204124
2011,assembly,0.04824454,0.03973492,0.04478101,8264,0.0021231866,1.3488365
2011,autohotkey,0.0016662165,0.0010787761,0.0011977425,107,5.4481765E-4,0.044875532
2011,autoit,0.0021963762,0.0015243575,0.002186943,138,1.6024049E-5,0.05923701
2011,awk,0.015412502,0.018878581,0.022020422,1597,2.4036073E-5,0.5633554
2011,boo,3.40817E-4,1.9543045E-4,1.3075146E-4,31,7.210822E-5,0.0073910714
2011,c#,2.2798007,2.0720475,2.6817398,264591,0.07199605,71.05584
2011,c++,1.0102195,1.0398463,1.0053747,157637,0.12368162,31.79122
2011,c,0.44079,0.4859339,0.47385636,64411,0.17309979,15.7368
2011,clean,0.0010792539,0.00103969,0.0026206793,671,8.012024E-6,0.04747635
2011,clojure,0.023951862,0.022638664,0.017324682,8126,0.019381087,0.832963
2011,coffeescript,0.014446854,0.013109474,0.025101433,4452,0.022786196,0.75443953
2011,coldfusion,0.034782268,0.028501578,0.018360287,2495,0.0032048097,0.8484894
2011,coq,4.5442267E-4,2.736026E-4,1.1181044E-4,102,1.9228859E-4,0.010321243
2011,css,0.66003,0.63434374,1.2732147,90388,0.0058487775,25.734371
2011,cuda,0.02044902,0.014829262,0.021328904,2330,8.012024E-6,0.566152
2011,d,0.0060589686,0.005307891,0.0026452942,2122,0.003573363,0.17585516
2011,dart,5.680283E-4,6.253774E-4,0.0010641898,401,1.2018037E-4,0.02377776
2011,delphi,0.14032193,0.12107307,0.12430218,23893,0.00130596,3.8700314
2011,dm,4.1655413E-4,2.0324765E-4,2.4409959E-4,27,8.012024E-6,0.008719134
2011,dot,0.002575062,0.002009025,0.0026872053,553,5.6084173E-5,0.07327377
2011,dylan,3.7868555E-5,3.9086088E-5,2.6891721E-5,12,3.605411E-4,0.0046438747
2011,ecl,9.4671384E-5,8.598939E-5,7.1973496E-5,16,1.6024049E-5,0.0026865834
2011,eiffel,2.4614562E-4,2.2669933E-4,7.696802E-5,29,2.323487E-4,0.007821616
2011,elixir,4.354884E-4,2.3451654E-4,1.4829783E-4,16,5.6084173E-5,0.008743869
2011,erlang,0.017021917,0.013633229,0.009716005,3074,0.020166265,0.6053741
2011,f#,0.026432252,0.023170235,0.0095891515,5331,0.0014021043,0.60593736
2011,factor,7.9523964E-4,5.941086E-4,0.0010737497,128,2.643968E-4,0.027274948
2011,fantom,5.6802834E-5,3.9086088E-5,2.399514E-5,6,1.6024049E-5,0.0013590811
2011,flux,1.8934277E-5,7.817218E-6,3.051543E-6,0,8.012024E-6,3.7815067E-4
2011,forth,2.2721133E-4,1.9543045E-4,1.0849665E-4,33,8.012024E-6,0.005391505
2011,fortran,0.008974847,0.0070354957,0.008698256,957,0.0015703568,0.26278955
2011,go,0.0070056827,0.0061599677,0.009514294,2053,0.008933407,0.3161335
2011,gosu,1.8934277E-5,2.3451652E-5,1.8941022E-5,14,1.9228859E-4,0.0025361555
2011,groovy,0.034138504,0.024342816,0.029291892,3502,0.0084046135,0.9617782
2011,haskell,0.06138493,0.05768325,0.036032762,23353,0.019044582,1.7414552
2011,haxe,7.573711E-4,4.5339865E-4,3.246675E-4,80,0.0011777676,0.02713205
2011,idl,0.001230728,7.270012E-4,5.895319E-4,103,3.2048098E-5,0.025793092
2011,io,0.0661185,0.064046465,0.12063396,9666,1.8427656E-4,2.5098321
2011,java,2.0392218,1.8749909,3.1613266,253400,0.2983037,73.738434
2011,javascript,1.797999,1.6513872,2.6834745,220288,0.63109916,67.6396
2011,krl,0.0016094137,8.59894E-4,1.1091644E-4,233,8.012024E-6,0.02588236
2011,lasso,1.8934277E-5,1.5634436E-5,3.7429083E-5,4,1.6024049E-5,8.8021846E-4
2011,logos,7.573711E-5,6.253774E-5,5.919516E-5,6,6.4096195E-5,0.0026156618
2011,lua,0.018650264,0.015470274,0.01840568,2890,0.01108063,0.63606846
2011,matlab,0.081228055,0.05912162,0.13200486,8823,0.002932401,2.7528694
2011,max,0.0067595374,0.0065664626,0.0124898935,994,1.6024049E-5,0.25831917
2011,mirah,1.5147422E-4,9.380661E-5,7.091261E-5,29,6.4096195E-5,0.0038028962
2011,nemerle,2.4614562E-4,1.9543045E-4,8.1187725E-5,37,1.6024048E-4,0.0068300427
2011,nesc,1.8934277E-5,1.5634436E-5,2.4781866E-5,-1,8.012024E-6,6.736261E-4
2011,objective-c++,0.00380579,0.0024624236,0.0026015714,300,8.012024E-6,0.088777974
2011,objective-c,0.75129324,0.58315665,0.8141527,83971,0.12539619,22.739986
2011,objective-j,3.9761982E-4,2.110649E-4,8.153342E-5,17,0.0012338518,0.0192407
2011,ocaml,0.0077819885,0.0063006775,0.0032772021,1640,0.0036855312,0.21045399
2011,opa,0.0013822023,7.660873E-4,1.9367761E-4,148,1.4421644E-4,0.024861839
2011,parrot,5.6802834E-5,4.6903304E-5,8.439423E-5,20,1.3620441E-4,0.003243048
2011,pascal,0.0036921843,0.0034239413,0.0028080037,348,2.5638478E-4,0.10180514
2011,perl,0.13507713,0.12851506,0.11194496,15257,0.059064645,4.3460183
2011,perl6,3.5975128E-4,3.517748E-4,7.212847E-5,94,8.012024E-6,0.007916667
2011,php,1.8804579,1.7177945,1.8053674,131601,0.29466623,56.98286
2011,powershell,0.046691928,0.038007315,0.11525817,8432,9.0535876E-4,2.008628
2011,processing,0.09275903,0.07438083,0.10154867,14491,2.8042085E-4,2.6896894
2011,prolog,0.01628348,0.012202677,0.009950652,1566,9.0535876E-4,0.39342168
2011,puppet,0.0010413853,8.59894E-4,0.002194,285,0.0040620966,0.08157376
2011,python,0.86060077,0.7632497,1.0673808,142907,0.33567178,30.269032
2011,r,0.1121856,0.093634635,0.1706995,28020,0.0051517314,3.8167145
2011,racket,0.004184475,0.0030408977,0.0020254378,526,0.001313972,0.105647825
2011,rebol,4.9229123E-4,3.517748E-4,6.1889106E-5,33,8.012024E-5,0.009860754
2011,ruby,1.3025268,0.96378475,1.2756573,180004,0.5091561,40.51125
2011,scala,0.08872603,0.07953238,0.07473098,27682,0.023347039,2.6633642
2011,scheme,0.01350014,0.011162987,0.010649086,2304,0.0020350544,0.3734727
2011,scilab,2.4614562E-4,1.4070992E-4,1.2759263E-4,11,5.6084173E-5,0.0057053235
2011,self,0.008918045,0.0068166144,0.009771828,1473,1.2018037E-4,0.25626665
2011,shell,0.071098216,0.07148064,0.13890153,11532,0.091248944,3.727293
2011,smalltalk,0.003483907,0.0035021137,9.322702E-4,684,3.6855313E-4,0.08286844
2011,sql,1.2129488,1.0985067,1.6776,113784,1.6024049E-5,39.890717
2011,supercollider,1.1360567E-4,1.09441055E-4,4.4521534E-5,9,4.4066133E-4,0.007082296
2011,swift,5.6802834E-5,3.9086088E-5,4.354409E-5,8,1.6024049E-5,0.0015545706
2011,tcl,0.006475523,0.0052062673,0.0060349745,514,0.0011457196,0.18862486
2011,tex,8.3310826E-4,5.784741E-4,6.656297E-4,121,4.967455E-4,0.025739577
2011,turing,9.6564816E-4,8.3644234E-4,6.2977406E-4,171,7.210822E-5,0.025039727
2011,unrealscript,1.5147422E-4,7.8172176E-5,1.05385516E-4,7,8.012024E-6,0.0034304394
2011,vala,0.0012117937,6.3319464E-4,4.331522E-4,107,7.3710625E-4,0.03015247
2011,verilog,0.002859076,0.0023607998,0.0038784158,277,9.93491E-4,0.10091782
2011,vhdl,0.0035217756,0.002798564,0.004679827,314,6.3294993E-4,0.11633117
2011,xbase,1.8934277E-5,1.5634436E-5,7.0328525E-7,1,8.012024E-6,4.3284026E-4
2011,xml,0.38510427,0.27707347,0.38299233,31186,2.4036074E-4,10.454103
2011,xquery,0.0068542087,0.004807589,0.0050271545,559,4.166253E-4,0.17105578
2011,xslt,0.06795512,0.050444506,0.054921873,5333,2.4036074E-4,1.7356186
2012,actionscript,0.17122267,0.09896598,0.07963226,5209,0.05291942,4.0274034
2012,ada,0.0032377616,0.0026265853,0.0010424952,326,9.4541884E-4,0.07852261
2012,agda,5.869626E-4,4.064953E-4,2.8442527E-4,362,2.4036073E-5,0.013019191
2012,antlr,0.010035167,0.0050811917,0.0028508804,770,8.012024E-6,0.1797525
2012,apex,0.013954563,0.008161176,0.01366463,594,0.0033169782,0.3909735
2012,applescript,0.014711934,0.008536402,0.008120311,714,8.4927457E-4,0.32217923
2012,arc,4.1655413E-4,2.110649E-4,3.1941073E-4,41,1.7626454E-4,0.011232943
2012,arduino,0.015639713,0.011030095,0.01818952,1234,0.017626455,0.62485784
2012,asp,0.033267524,0.02023096,0.022534583,1170,0.005007515,0.81040585
2012,assembly,0.06952667,0.045089714,0.040589467,7035,0.012642975,1.6784883
2012,augeas,9.4671384E-5,6.253774E-5,5.8325E-5,8,2.4837276E-4,0.0046390686
2012,autohotkey,0.00407087,0.0024233377,0.0019444526,255,0.0030365572,0.11475219
2012,autoit,0.0023099817,0.0012976582,0.0018758526,98,1.6024049E-5,0.054995164
2012,awk,0.032585893,0.03717087,0.028705996,2556,4.006012E-5,0.9850282
2012,boo,2.0827707E-4,1.328927E-4,1.495852E-4,21,2.8042085E-4,0.0077117584
2012,c#,2.8172312,2.172874,2.113439,211551,0.32992715,74.33471
2012,c++,1.3267627,1.0791748,0.8084928,142496,0.5170239,37.314545
2012,c,0.6073927,0.5577038,0.3946743,57966,0.64907813,22.08849
2012,ceylon,5.6802834E-5,3.126887E-5,1.591332E-5,6,9.614429E-5,0.0020012932
2012,clean,0.0012496624,8.520768E-4,5.552497E-4,70,8.012024E-6,0.026650008
2012,clojure,0.036240205,0.028392134,0.013426491,7969,0.067781724,1.4584055
2012,coffeescript,0.033078182,0.02206019,0.023839798,3848,0.11319388,1.9217205
2012,coldfusion,0.04621857,0.03334825,0.017324658,3257,0.008220336,1.0511181
2012,coq,0.0015336765,8.3644234E-4,2.284962E-4,187,0.0010976474,0.036962625
2012,css,1.020141,0.86145747,1.0975022,77926,0.022842282,30.019428
2012,cuda,0.03726266,0.020887606,0.023496773,3364,8.012024E-6,0.8165505
2012,d,0.0060968376,0.00435419,0.0015655607,1161,0.012410626,0.24427214
2012,dart,0.010243445,0.007270012,0.0045273094,1909,0.0071146777,0.29155445
2012,delphi,0.15223159,0.09798101,0.09744733,22258,0.00601703,3.5367699
2012,dm,5.301598E-4,2.8141984E-4,3.6967773E-4,69,3.2048098E-5,0.012133055
2012,dot,0.0031052215,0.0019308528,0.0021638777,428,1.7626454E-4,0.07376216
2012,dylan,5.6802834E-5,8.598939E-5,2.4328903E-5,21,3.7656515E-4,0.005436863
2012,ecl,2.2721133E-4,1.6416158E-4,5.445097E-5,15,3.2048098E-5,0.0047787195
2012,eiffel,1.5147422E-4,1.09441055E-4,1.9191342E-5,16,7.451183E-4,0.010252249
2012,elixir,3.5975128E-4,1.7197878E-4,8.5931926E-5,24,0.0016584891,0.022761509
