year,language,total_questions,total_answers,total_views,total_score,total_project,Overall
2009,turing,.000331,.000909,.000532,122,.000013,.017851
2009,vala,.000095,.000176,.00015,50,.000047,.004677
2009,verilog,.000426,.001006,.002008,131,.000047,.034876
2009,vhdl,.000442,.000987,.001734,105,.000047,.032097
2009,xml,.105843,.175839,.448149,26795,.00004,7.298704
2009,xslt,.020165,.031982,.085343,4550,.00002,1.375104
2010,actionscript,.109929,.1249,.150831,8846,.006042,3.917018
2010,ada,.001452,.002179,.001616,215,.000127,.053738
2010,applescript,.006091,.007182,.010322,714,.00004,.236343
2010,arc,.000221,.000342,.000787,69,.00008,.014296
2010,arduino,.001467,.002726,.005208,367,.000107,.095086
2010,asp,.01693,.020979,.029294,1365,.000107,.673103
2010,assembly,.025261,.041255,.052854,5828,.000294,1.19665
2010,autohotkey,.000836,.001104,.00176,112,.000047,.03747
2010,boo,.000379,.000498,.000486,62,.000154,.015165
2010,c#,1.244803,1.968317,2.841036,249672,.017947,60.72102
2010,c++,.563879,1.071457,1.191986,140961,.029571,28.568932
2010,c,.246019,.521985,.614327,62461,.04888,14.312115
2010,clips,.000174,.000166,.000266,24,.000007,.006125
2010,clojure,.013349,.022045,.022312,8175,.006416,.641217
2010,coffeescript,.000379,.001094,.003242,686,.001068,.057837
2010,coldfusion,.01794,.025338,.028797,4837,.000955,.730299
2010,coq,.00011,.000107,.000082,63,.000053,.00353
2010,css,.262966,.434598,1.103877,64807,.001449,18.028894
2010,d,.001988,.003244,.001588,873,.000561,.073812
2010,delphi,.07935,.125535,.12626,15376,.000327,3.31472
2010,eiffel,.00011,.000166,.000071,16,.000053,.004009
2010,elixir,.000442,.00042,.000595,70,.000007,.014636
2010,erlang,.010004,.013934,.011389,2983,.008259,.435854
2010,f#,.017136,.027487,.01524,5873,.000434,.60297
2010,factor,.000205,.000244,.000271,74,.000087,.008072
2010,forth,.000205,.000567,.000298,114,.000007,.010762
2010,fortran,.003818,.006205,.008596,736,.000407,.190265
2010,go,.00243,.004065,.006894,1291,.00221,.15599
2010,groovy,.014232,.018175,.028821,2400,.002417,.636455
2010,haskell,.02179,.038725,.03186,12148,.005201,.975755
2010,haxe,.000536,.000684,.000471,65,.000527,.022186
2010,idl,.000789,.000704,.000648,74,.000007,.02147
2010,io,.030516,.053753,.133995,8471,.000087,2.183506
2010,java,.925287,1.535644,3.44628,238870,.058408,59.656181
2010,javascript,.720023,1.106791,2.424686,167471,.133754,43.852543
2010,lasso,.000016,.00001,.000007,3,.000007,.000396
2010,logos,.000016,.00002,.000013,7,.000013,.000615
2010,lua,.007763,.011814,.016157,2074,.004046,.397797
2010,mathematica,.004087,.006312,.005309,1315,.000007,.157151
2010,matlab,.03039,.04191,.127194,6458,.000401,1.998946
2010,max,.00284,.005101,.011436,825,.000007,.193832
2010,mirah,.000032,.000059,.000054,17,.000047,.001906
2010,objective-c,.286002,.355801,.64786,52380,.027581,13.172438
2010,objective-j,.000394,.000479,.00042,84,.000941,.022344
2010,ocaml,.003156,.004983,.004261,1360,.001389,.137891
2010,parrot,.000079,.000117,.000041,35,.00002,.00257
2010,pascal,.002256,.003791,.003389,290,.000053,.094899
2010,perl,.0832,.139967,.15846,16966,.02451,4.061383
2010,perl6,.000331,.000518,.000203,162,.000007,.01059
2010,php,.83172,1.337575,1.848633,120589,.06656,40.844875
2010,powershell,.021017,.026412,.090362,5872,.000127,1.379179
2010,processing,.04003,.059616,.09069,9219,.000033,1.903695
2010,prolog,.006359,.007866,.010056,1059,.000114,.243947
2010,puppet,.000095,.000235,.00059,50,.000421,.013401
2010,python,.451709,.725448,1.306098,134004,.08888,25.721344
2010,r,.036433,.0556,.145677,15390,.001162,2.388713
2010,racket,.002004,.002531,.002821,499,.000427,.077829
2010,rebol,.001546,.001759,.000443,66,.000033,.037813
2010,ruby,.490918,.639478,1.012431,117099,.176418,23.192448
2010,rust,.000032,.000059,.000111,49,.0001,.003017
2010,sas,.001452,.001925,.00274,148,.000007,.061231
2010,scala,.038831,.063974,.087277,20806,.005916,1.959973
2010,scheme,.007653,.012361,.01409,2419,.001215,.35319
2010,self,.003818,.005941,.010749,1311,.000013,.205214
2010,shell,.03577,.066319,.170068,12214,.019963,2.921208
2010,slash,.000394,.000635,.001286,100,.000007,.023218
2010,smalltalk,.001483,.002814,.00103,510,.000174,.055013
2010,supercollider,.000016,.00002,.000006,0,.000087,.001279
2010,swift,.000032,.000039,.00006,2,.000007,.001373
2010,tcl,.003313,.004075,.004481,319,.000361,.122295
2010,tex,.001294,.001671,.004917,380,.000167,.080487
2010,turing,.001057,.001866,.001651,490,.000007,.045813
2010,unrealscript,.00011,.000098,.000111,4,.000007,.003258
2010,vala,.000379,.000567,.000535,104,.000194,.016742
2010,verilog,.001089,.001661,.0032,168,.000287,.062372
2010,vhdl,.000947,.001563,.002036,179,.000147,.046927
2010,xml,.193287,.240858,.44346,29877,.00002,8.776256
2010,xquery,.003156,.003772,.005447,315,.000114,.124876
2010,xslt,.034192,.044011,.068583,4536,.00008,1.468659
2011,actionscript,.159632,.163673,.165812,7802,.013046,5.021627
2011,ada,.001767,.002756,.001201,295,.000401,.061246
2011,agda,.000016,.00001,.00001,12,.000007,.000423
2011,apex,.00456,.004378,.009395,323,.00026,.185934
2011,applescript,.010098,.009654,.011485,884,.000114,.313508
2011,arc,.000568,.000616,.001461,127,.000073,.027179
2011,arduino,.004402,.006058,.016428,890,.000875,.277633
2011,asp,.021064,.022465,.029393,1270,.000367,.732893
2011,assembly,.040204,.049669,.055976,8264,.001769,1.47618
2011,autohotkey,.001389,.001348,.001497,107,.000454,.046882
2011,autoit,.00183,.001905,.002734,138,.000013,.064828
2011,awk,.012844,.023598,.027526,1597,.00002,.639875
2011,boo,.000284,.000244,.000163,31,.00006,.007518
2011,c#,1.899834,2.590059,3.352175,264591,.059997,79.020645
2011,c++,.84185,1.299808,1.256718,157637,.103068,35.014439
2011,c,.367325,.607417,.59232,64411,.14425,17.113127
2011,clean,.000899,.0013,.003276,671,.000007,.054815
2011,clojure,.01996,.028298,.021656,8126,.016151,.86065
2011,coffeescript,.012039,.016387,.031377,4452,.018988,.787912
2011,coldfusion,.028985,.035627,.02295,2495,.002671,.902332
2011,coq,.000379,.000342,.00014,102,.00016,.010207
2011,css,.550025,.79293,1.591518,90388,.004874,29.393471
2011,cuda,.017041,.018537,.026661,2330,.000007,.622452
2011,d,.005049,.006635,.003307,2122,.002978,.179684
2011,dart,.000473,.000782,.00133,401,.0001,.026855
2011,delphi,.116935,.151341,.155378,23893,.001088,4.247423
2011,dm,.000347,.000254,.000305,27,.000007,.00913
2011,dot,.002146,.002511,.003359,553,.000047,.080629
2011,dylan,.000032,.000049,.000034,12,.0003,.004145
2011,ecl,.000079,.000107,.00009,16,.000013,.002897
2011,eiffel,.000205,.000283,.000096,29,.000194,.007783
2011,elixir,.000363,.000293,.000185,16,.000047,.008882
2011,erlang,.014185,.017042,.012145,3074,.016805,.601767
2011,f#,.022027,.028963,.011986,5331,.001168,.641445
2011,factor,.000663,.000743,.001342,128,.00022,.029679
2011,fantom,.000047,.000049,.00003,6,.000013,.001395
2011,flux,.000016,.00001,.000004,0,.000007,.00036
2011,forth,.000189,.000244,.000136,33,.000007,.005759
2011,fortran,.007479,.008794,.010873,957,.001309,.284549
2011,go,.005838,.0077,.011893,2053,.007445,.328754
2011,gosu,.000016,.000029,.000024,14,.00016,.00229
2011,groovy,.028449,.030429,.036615,3502,.007004,1.02496
2011,haskell,.051154,.072104,.045041,23353,.01587,1.841696
2011,haxe,.000631,.000567,.000406,80,.000981,.025852
2011,idl,.001026,.000909,.000737,103,.000027,.02698
2011,io,.055099,.080058,.150792,9666,.000154,2.861029
2011,java,1.699352,2.343739,3.951658,253400,.248586,82.43335
2011,javascript,1.498333,2.064234,3.354343,220288,.525916,74.428253
2011,krl,.001341,.001075,.000139,233,.000007,.025614
2011,lasso,.000016,.00002,.000047,4,.000013,.000955
2011,logos,.000063,.000078,.000074,6,.000053,.002687
2011,lua,.015542,.019338,.023007,2890,.009234,.671207
2011,matlab,.06769,.073902,.165006,8823,.002444,3.090418
2011,max,.005633,.008208,.015612,994,.000013,.294667
2011,mirah,.000126,.000117,.000089,29,.000053,.003855
2011,nemerle,.000205,.000244,.000101,37,.000134,.006844
2011,nesc,.000016,.00002,.000031,-1,.000007,.00073
2011,objective-c++,.003171,.003078,.003252,300,.000007,.095082
2011,objective-c,.626078,.728946,1.017691,83971,.104497,24.772112
2011,objective-j,.000331,.000264,.000102,17,.001028,.017253
2011,ocaml,.006485,.007876,.004097,1640,.003071,.215286
2011,opa,.001152,.000958,.000242,148,.00012,.024717
2011,parrot,.000047,.000059,.000105,20,.000114,.00325
2011,pascal,.003077,.00428,.00351,348,.000214,.110804
2011,perl,.112564,.160644,.139931,15257,.049221,4.623598
2011,perl6,.0003,.00044,.00009,94,.000007,.008363
2011,php,1.567048,2.147243,2.256709,131601,.245555,62.165562
2011,powershell,.03891,.047509,.144073,8432,.000754,2.312463
2011,processing,.077299,.092976,.126936,14491,.000234,2.974447
2011,prolog,.01357,.015253,.012438,1566,.000754,.420157
2011,puppet,.000868,.001075,.002742,285,.003385,.080703
2011,python,.717167,.954062,1.334226,142907,.279726,32.851822
2011,r,.093488,.117043,.213374,28020,.004293,4.281988
2011,racket,.003487,.003801,.002532,526,.001095,.10915
2011,rebol,.00041,.00044,.000077,33,.000067,.009941
2011,ruby,1.085439,1.204731,1.594572,180004,.424297,43.090385
2011,scala,.073938,.099415,.093414,27682,.019456,2.862234
2011,scheme,.01125,.013954,.013311,2304,.001696,.402111
2011,scilab,.000205,.000176,.000159,11,.000047,.005872
2011,self,.007432,.008521,.012215,1473,.0001,.282674
2011,shell,.059249,.089351,.173627,11532,.076041,3.98267
2011,smalltalk,.002903,.004378,.001165,684,.000307,.087534
2011,sql,1.010791,1.373133,2.097,113784,.000013,44.809372
2011,supercollider,.000095,.000137,.000056,9,.000367,.006543
2011,swift,.000047,.000049,.000054,8,.000013,.00164
2011,tcl,.005396,.006508,.007544,514,.000955,.204026
2011,tex,.000694,.000723,.000832,121,.000414,.026633
2011,turing,.000805,.001046,.000787,171,.00006,.026976
2011,unrealscript,.000126,.000098,.000132,7,.000007,.003624
2011,vala,.00101,.000791,.000541,107,.000614,.02957
2011,verilog,.002383,.002951,.004848,277,.000828,.110095
2011,vhdl,.002935,.003498,.00585,314,.000527,.128103
2011,xbase,.000016,.00002,.000001,1,.000007,.000429
2011,xml,.32092,.346342,.47874,31186,.0002,11.462029
2011,xquery,.005712,.006009,.006284,559,.000347,.183525
2011,xslt,.056629,.063056,.068652,5333,.0002,1.885375
2012,actionscript,.142686,.123707,.09954,5209,.0441,4.100328
2012,ada,.002698,.003283,.001303,326,.000788,.080723
2012,agda,.000489,.000508,.000356,362,.00002,.013728
2012,antlr,.008363,.006351,.003564,770,.000007,.182844
2012,apex,.011629,.010201,.017081,594,.002764,.416752
2012,applescript,.01226,.010671,.01015,714,.000708,.337886
2012,arc,.000347,.000264,.000399,41,.000147,.011571
2012,arduino,.013033,.013788,.022737,1234,.014689,.642463
2012,asp,.027723,.025289,.028168,1170,.004173,.853528
2012,assembly,.057939,.056362,.050737,7035,.010536,1.755737
2012,augeas,.000079,.000078,.000073,8,.000207,.004369
2012,autohotkey,.003392,.003029,.002431,255,.00253,.113826
2012,autoit,.001925,.001622,.002345,98,.000013,.059052
2012,awk,.027155,.046464,.035882,2556,.000033,1.095344
2012,boo,.000174,.000166,.000187,21,.000234,.007603
2012,c#,2.347693,2.716092,2.641799,211551,.274939,79.805229
2012,c++,1.105636,1.348968,1.010616,142496,.430853,38.960732
2012,c,.506161,.69713,.493343,57966,.540898,22.375317
2012,ceylon,.000047,.000039,.00002,6,.00008,.001864
2012,clean,.001041,.001065,.000694,70,.000007,.028072
2012,clojure,.0302,.03549,.016783,7969,.056485,1.389582
2012,coffeescript,.027565,.027575,.0298,3848,.094328,1.792684
2012,coldfusion,.038515,.041685,.021656,3257,.00685,1.087069
2012,coq,.001278,.001046,.000286,187,.000915,.035239
2012,css,.850118,1.076822,1.371878,77926,.019035,33.178524
2012,cuda,.031052,.02611,.029371,3364,.000007,.865394
2012,d,.005081,.005443,.001957,1161,.010342,.228226
2012,dart,.008536,.009088,.005659,1909,.005929,.292118
2012,delphi,.12686,.122476,.121809,22258,.005014,3.761592
2012,dm,.000442,.000352,.000462,69,.000027,.012824
2012,dot,.002588,.002414,.002705,428,.000147,.07853
2012,dylan,.000047,.000107,.00003,21,.000314,.00499
2012,ecl,.000189,.000205,.000068,15,.000027,.004893
2012,eiffel,.000126,.000137,.000024,16,.000621,.00908
2012,elixir,.0003,.000215,.000107,24,.001382,.020043
2012,elm,.000016,.00002,.000008,5,.000007,.000499
2012,erlang,.015779,.015713,.007683,1957,.046236,.854099
2012,f#,.020922,.02353,.007968,4283,.0045,.569206
2012,factor,.000978,.000899,.001201,125,.00022,.032986
2012,forth,.000158,.000166,.000079,37,.000007,.004101
2012,fortran,.012465,.012136,.012561,1343,.00432,.414824
2012,gnuplot,.008205,.006948,.016045,909,.000007,.312036
2012,go,.015116,.018351,.022649,4962,.051317,1.074328
2012,gosu,.000016,.00001,.000001,1,.000547,.005744
2012,groovy,.031226,.029393,.028668,3125,.03136,1.206471
2012,haskell,.068889,.081016,.033977,22771,.049548,2.334293
2012,haxe,.001957,.001759,.000892,147,.005675,.102827
2012,idl,.001404,.001114,.000929,129,.000033,.034804
2012,io,.076179,.093035,.090809,6799,.000387,2.604094
2012,j,.001531,.001212,.001632,151,.000007,.043805
2012,java,2.481116,2.946915,3.248152,237185,1.185306,98.614891
2012,javascript,2.268311,2.673401,2.888488,203997,2.63002,104.602196
2012,julia,.000126,.000225,.000325,156,.002778,.03453
2012,kotlin,.000189,.000186,.000111,45,.000541,.01027
2012,lasso,.000079,.000049,.000037,4,.000033,.001979
2012,livescript,.000047,.000049,.000039,14,.000047,.001817
2012,logos,.000095,.000068,.000054,-3,.000327,.005438
2012,logtalk,.000016,.00001,.000002,1,.00002,.000477
2012,lua,.021538,.020784,.020129,2150,.038812,1.012619
2012,m,.000221,.000137,.000115,15,.000007,.004795
2012,mathematica,.009073,.009205,.004623,1447,.000007,.229069
2012,matlab,.127238,.122408,.167912,12006,.011698,4.292554
2012,max,.009767,.012439,.012974,872,.000107,.352867
2012,mercury,.000221,.000225,.000144,62,.000007,.005959
2012,mirah,.000047,.000049,.000013,4,.000154,.00263
2012,nemerle,.000079,.000127,.000021,10,.000547,.00774
2012,nesc,.000095,.000078,.00006,-1,.000013,.002466
2012,netlogo,.000536,.00041,.000198,29,.000013,.011577
2012,objective-c++,.002477,.002482,.001853,271,.000007,.068185
2012,objective-c,.756756,.797591,.729057,65352,.504864,27.882683
2012,objective-j,.000158,.000107,.000024,5,.001676,.019651
2012,ocaml,.008394,.009547,.004525,2081,.008586,.31052
2012,opa,.001152,.000879,.000224,81,.000387,.02643
2012,oxygene,.00041,.000342,.000167,24,.000007,.009264
2012,parrot,.000047,.000049,.000054,7,.000134,.002841
2012,pascal,.003755,.003967,.002917,421,.000267,.109069
2012,perl,.129305,.165422,.103534,12901,.140684,5.389456
2012,perl6,.000126,.000117,.000031,38,.000007,.002809
2012,php,2.172251,2.555282,1.971199,109207,1.033952,77.326843
2012,pogoscript,.000016,.00001,.000002,2,.00002,.000472
2012,powershell,.07397,.07569,.1472,8187,.00693,3.037901
2012,processing,.098648,.097793,.106026,12272,.000467,3.02934
2012,prolog,.019061,.020012,.009445,1646,.003672,.521895
2012,puppet,.003045,.002853,.005577,458,.033343,.448187
2012,python,1.152561,1.320475,1.209711,139440,1.045262,47.28009
2012,r,.195607,.192431,.212694,32399,.02222,6.229511
2012,racket,.005302,.006009,.002765,845,.004533,.186094
2012,rebol,.000205,.000225,.000029,19,.000414,.008732
2012,ruby,1.352523,1.28473,1.075055,125442,1.541367,52.536755
2012,rust,.000426,.000508,.000666,124,.004326,.059265
2012,scala,.094024,.103559,.077117,23855,.081856,3.565567
2012,scheme,.015621,.017774,.009914,2257,.006069,.493785
2012,scilab,.00041,.000362,.000408,22,.000541,.017201
2012,self,.00852,.009,.00743,937,.000073,.25023
2012,shell,.100431,.126512,.166944,10790,.290122,6.840088
2012,slash,.001373,.001505,.001522,109,.000033,.044327
2012,smalltalk,.002493,.00298,.000644,472,.001636,.077531
2012,sql,1.33422,1.604846,1.793543,97497,.00002,47.326283
2012,squirrel,.000426,.000342,.001112,35,.000013,.018933
2012,supercollider,.000095,.000098,.000095,13,.000474,.007611
2012,swift,.000142,.000137,.000689,36,.000007,.009742
2012,tcl,.009672,.009605,.007674,702,.002651,.296023
2012,tex,.000694,.000606,.00064,110,.001102,.030422
2012,turing,.000663,.000498,.000499,80,.000227,.018869
2012,typescript,.007937,.010026,.014324,2460,.000394,.326798
2012,unrealscript,.000237,.000205,.00032,5,.00002,.007815
2012,vala,.001546,.001153,.000857,196,.001983,.055391
2012,vcl,.004102,.003752,.004624,634,.000007,.124858
2012,verilog,.004576,.005345,.006915,429,.00253,.193663
2012,vhdl,.004544,.004925,.006922,422,.002083,.184742
2012,xml,.411679,.388096,.374172,25478,.000461,11.744069
2012,xquery,.010414,.010192,.007728,688,.000848,.291816
2012,xslt,.077063,.076491,.056387,5033,.000394,2.10335
2012,xtend,.000568,.000459,.000272,40,.000007,.013057
2013,abap,.003171,.003117,.00238,232,.000154,.088219
2013,actionscript,.138457,.100744,.04184,2730,.074692,3.557336
2013,ada,.003014,.003332,.000782,231,.001522,.086504
2013,agda,.000489,.00043,.000154,150,.000107,.011798
2013,antlr,.008189,.005492,.002107,455,.000087,.158745
2013,apex,.010919,.007426,.006605,297,.006877,.318274
2013,apl,.00041,.000449,.000048,40,.000007,.009141
2013,applescript,.016094,.013172,.006429,588,.003051,.387466
2013,arc,.000189,.000137,.000067,13,.000815,.01208
2013,arduino,.027171,.022631,.022413,1209,.047011,1.192249
2013,asp,.028386,.02222,.01499,611,.013013,.786093
2013,aspectj,.006879,.004612,.003161,372,.000007,.146588
2013,assembly,.077457,.065274,.033544,4911,.022086,1.983607
2013,augeas,.000205,.000176,.000083,9,.000367,.008309
2013,autohotkey,.008946,.006733,.00315,181,.005201,.240299
2013,autoit,.003897,.00298,.002658,129,.000214,.097492
2013,awk,.048535,.074645,.026647,2438,.001162,1.509886
2013,boo,.000158,.000147,.000021,15,.000254,.005786
2013,brightscript,.000205,.000107,.000051,5,.0001,.004642
2013,c#,2.823984,2.772806,1.600193,151169,.662781,78.597641
2013,c++,1.431494,1.508801,.617792,102075,1.105586,46.636734
2013,c,.671457,.814613,.293854,42983,1.388924,31.688477
2013,ceylon,.000205,.000176,.000031,8,.000527,.009398
2013,clean,.001373,.001094,.000552,50,.000007,.030256
2013,clips,.000757,.000489,.000128,22,.000167,.015411
2013,clojure,.036306,.03677,.010217,5392,.106173,1.894666
2013,cobol,.002099,.002296,.001097,102,.0001,.055921
2013,coffeescript,.035549,.028846,.016451,2657,.215717,2.965625
2013,coldfusion,.042602,.036223,.014298,3100,.007825,1.00948
2013,coq,.001751,.001212,.000236,148,.001709,.049085
2013,crystal,.035376,.023207,.026043,587,.000013,.846391
2013,css,1.284549,1.45925,.98295,59145,.866861,45.936092
2013,cuda,.039194,.026598,.01543,1578,.00002,.812422
2013,d,.005207,.00512,.001188,810,.021252,.327668
2013,dart,.03566,.030047,.009993,4398,.023709,.994084
2013,delphi,.137842,.110555,.071757,12544,.009902,3.300551
2013,dm,.000363,.000205,.000186,17,.000594,.013479
2013,dot,.003029,.002345,.001086,248,.003418,.098795
2013,dylan,.000047,.000029,.000003,2,.000427,.005074
2013,ecl,.000063,.00002,.000008,4,.00016,.002508
2013,eiffel,.000079,.000049,.000009,4,.000995,.011313
2013,elixir,.000868,.000782,.000234,114,.010623,.125062
2013,elm,.000252,.000156,.000171,46,.000334,.009135
2013,erlang,.01682,.015019,.003844,1127,.089454,1.251366
2013,f#,.023952,.023588,.00553,3890,.011925,.649947
2013,factor,.001673,.001407,.000713,102,.000294,.040867
2013,fantom,.000126,.000098,.000032,13,.0001,.003558
2013,forth,.000489,.00041,.000086,62,.000127,.011128
2013,fortran,.018398,.015322,.006865,1254,.010336,.509199
2013,gap,.000063,.000039,.000003,0,.00004,.001454
2013,glyph,.000631,.00042,.00038,49,.00006,.01491
2013,gnuplot,.011913,.007974,.008482,805,.000013,.283818
2013,go,.033924,.035119,.02017,5213,.227228,3.164402
2013,gosu,.000016,.00001,.000001,0,.002063,.0209
2013,groovy,.03566,.028582,.015822,1949,.059609,1.396725
2013,haskell,.077646,.082061,.021209,18096,.086683,2.676005
2013,haxe,.002761,.002208,.001352,195,.017152,.234737
2013,idl,.001751,.001241,.000344,54,.000347,.036834
2013,idris,.00011,.000117,.000041,56,.00008,.00349
2013,io,.099989,.104897,.059715,4747,.000808,2.654086
2013,j,.001972,.001603,.000784,141,.00004,.043991
2013,java,3.313136,3.467591,2.070542,155113,3.188539,120.398071
2013,javascript,3.292119,3.286095,2.01035,153857,6.300829,148.893921
2013,jsoniq,.000016,.00002,.000002,1,.000007,.000441
2013,julia,.001325,.00128,.000802,233,.012766,.161733
2013,kotlin,.000252,.000195,.000056,22,.001048,.015521
2013,labview,.001815,.001818,.000794,72,.000007,.044323
2013,lasso,.000331,.000362,.000095,15,.004547,.053351
2013,livescript,.000221,.000205,.000051,11,.003205,.03682
2013,logos,.000189,.000147,.000062,13,.014642,.150402
2013,lua,.037758,.033936,.013298,3589,.09531,1.803022
2013,m,.000868,.000664,.00045,34,.001602,.035845
2013,mathematica,.006927,.004788,.00153,361,.000027,.132715
2013,matlab,.20995,.177119,.109229,11190,.045255,5.415521
2013,max,.014611,.016797,.011683,612,.000407,.434981
2013,mercury,.000331,.000274,.000261,24,.00002,.008862
